"","NMDGF","sample_year","NK","length_mm_1","length_mm_2","length_mm_3","anterior_width","poserior_width","width_2nd_curve","width_straight_mdpt","mass_trachea+syrinx","segment_count1","segment_count2","tail","wing.chord","anterior.culmen","posterior.culmen","tarsus","mass","width_1st_curve","mean_trachea_length","segment_count_mean","trachea.diameter","segment_width","prop_trachea","log_mass","mass13","log_mtl","BMI.tars","BMI.trach","BMI.wing","taxon_name","sex","bursa","data.origin","r"
"193",NA,NA,47732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,456,68.4,77.8,196,4034,NA,663,NA,9.4,NA,0.164352999504214,3.60573589387675,15.9188600481704,2.82151352840477,11.0258746355685,0.96360298383189,2.03702100646353,"Antigone canadensis canadensis","M",NA,"NMDGF",-0.0107081688980381
"194",NA,NA,46157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,441,66.7,75.5,183,3340,NA,579,NA,9.9,NA,0.173353293413174,3.52374646681156,14.9479678673206,2.76267856372744,10.4720953148795,1.0461130947587,1.80326098693446,"Antigone canadensis canadensis","F",NA,"NMDGF",-0.0246928136916427
"195",NA,NA,40510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,448,59.8,71.9,190,3403,NA,604,NA,9.1,NA,0.177490449603291,3.53186194909581,15.0413672930784,2.78103693862113,9.89792243767313,0.979438950046051,1.78030831473214,"Antigone canadensis canadensis","M",NA,"NMDGF",-0.010773815794322
"196",NA,NA,40668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,543,89.4,106,256,6106,NA,800,NA,11.1,NA,0.131018670160498,3.78575679996264,18.2775900945208,2.90308998699194,9.78286743164062,1.001765625,2.17443504980515,"Antigone canadensis tabida","M",NA,"NMDGF",0.0196849123201267
"197",NA,NA,41362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,522,92.2,107.9,243,6046,NA,785,NA,12,NA,0.129837909361561,3.7814681428418,18.2175252837974,2.89486965674525,10.7509017934258,1.03019189419449,2.32978817104858,"Antigone canadensis tabida","M",NA,"NMDGF",0.0142927300945628
"198",NA,NA,41750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,529,77.7,88.8,254,5755,NA,725,NA,11,NA,0.125977410947003,3.76004532796581,17.9204306736418,2.86033800657099,9.36628123256247,1.14963139120095,2.15935120300456,"Antigone canadensis tabida","F",NA,"NMDGF",-0.00611167936277927
"199",NA,NA,40977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,530,82.5,93.7,247,5210,NA,682,NA,10,NA,0.130902111324376,3.71683772329952,17.3358806249764,2.83378437465648,8.96670982969726,1.1761379761096,1.94749021003916,"Antigone canadensis tabida","F",NA,"NMDGF",-0.00417212607004971
"200",NA,NA,42298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,503,77.7,90.9,236,5299,NA,682,NA,10.2,NA,0.12870352896773,3.72419391951433,17.4340373943697,2.83378437465648,9.98985564492962,1.19622939259208,2.19911149405752,"Antigone canadensis tabida","F",NA,"NMDGF",-0.00902315779902716
"201",NA,NA,44665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,496,78.8,94.6,229,5064,NA,666,NA,10.5,NA,0.131516587677725,3.7044936970093,17.1724093437858,2.8234742291703,10.1393947483839,1.19876633390147,2.16132284079084,"Antigone canadensis tabida","F",NA,"NMDGF",-0.00634202332893005
"202",NA,NA,40770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,530,83.4,98.8,244,5905,NA,731,NA,12.6,NA,0.123793395427604,3.77121990194953,18.0747916837947,2.86391737695786,10.4142871539909,1.16031110054813,2.20728017087932,"Antigone canadensis tabida","M",NA,"NMDGF",-0.00990136376590664
"203",NA,NA,42454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,534,81.4,96.4,232,5392,NA,758,NA,13.2,NA,0.140578635014837,3.73174988352726,17.5354383910929,2.87966920563205,10.518727705113,0.985373256939175,1.98543954887851,"Antigone canadensis tabida","M",NA,"NMDGF",0.0318789048953012
"204",NA,NA,43320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,522,82.8,99,245,5770,NA,802,NA,11.2,NA,0.138994800693241,3.76117581315573,17.9359866108571,2.90417436828416,10.0932944606414,0.941925112406018,2.22343330250584,"Antigone canadensis tabida","M",NA,"NMDGF",0.0369791857152673
"205",NA,NA,42991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,511,86.2,101.3,249,5155,NA,695,NA,12.5,NA,0.134820562560621,3.71222866961954,17.2746619171041,2.84198480459011,8.73010112740117,1.1205941721443,2.07288957992655,"Antigone canadensis tabida","M",NA,"NMDGF",0.00706773687886952
"206",NA,NA,40320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,534,90.9,107,247,5807,NA,788,NA,10.8,NA,0.135698295161013,3.76395182603332,17.9742429961238,2.89652621748956,9.99418118638234,0.981948452678503,2.13825064175399,"Antigone canadensis tabida","M",NA,"NMDGF",0.0275003977059872
"207",NA,NA,45745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,511,81.7,98.2,231,5141,NA,717,NA,10.5,NA,0.139467029760747,3.71104760386703,17.2590095063041,2.8555191556678,10.1160960251869,1.05002246692693,2.06726000589765,"Antigone canadensis tabida","F",NA,"NMDGF",0.0213809398620914
"208",NA,NA,41030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,533,89.3,106.2,247,6121,NA,768,NA,11.8,NA,0.125469694494364,3.78682237949919,18.2925447649908,2.88536122003151,10.5345932567326,1.08965555826823,2.26233680290332,"Antigone canadensis tabida","M",NA,"NMDGF",0.00125345065300373
"209",NA,NA,46967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,509,87.2,102.3,218,4992,NA,721,NA,10.9,NA,0.14443108974359,3.69827457667437,17.0906347267917,2.85793526471943,11.029374631765,1.00830830965622,2.02315106086513,"Antigone canadensis tabida","F",NA,"NMDGF",0.0322202010941925
"210",NA,NA,46649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,514,79.5,91.3,231,5256,NA,710,NA,11.9,NA,0.135083713850837,3.72065535655172,17.3867517068787,2.85125834871908,10.3423848878394,1.09478278119421,2.08890369271299,"Antigone canadensis tabida","F",NA,"NMDGF",0.0107843159018792
"211",NA,NA,45399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,516,82.7,98.6,239,5147,NA,686,NA,12,NA,0.133281523217408,3.71155416825017,17.2657211575762,2.83632411570675,9.46123142101854,1.14840542631047,2.02975707589688,"Antigone canadensis tabida","F",NA,"NMDGF",0.00185184683562647
"212",NA,NA,44586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,546,76.8,92.7,241,6127,NA,779,NA,11,NA,0.127142157662804,3.78724788033195,18.2985197922865,2.89153745767256,11.0765138341282,1.06013766373729,2.1580022541561,"Antigone canadensis tabida","M",NA,"NMDGF",0.00714909245618231
"213",NA,NA,45166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,514,81.2,93.8,235,5285,NA,645,NA,12,NA,0.122043519394513,3.72304499164344,17.4186702313652,2.80955971463527,10.0484382073336,1.33387416621597,2.10042922678617,"Antigone canadensis tabida","F",NA,"NMDGF",-0.0324901591888997
"214",NA,NA,40147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,526,87.8,99.7,246,5222,NA,730,NA,11,NA,0.139793182688625,3.71783686748693,17.3491801166713,2.86332286012046,9.06057902042435,1.02891724526178,1.98177651838251,"Antigone canadensis tabida","F",NA,"NMDGF",0.0247074753710746
"215",NA,NA,46757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,500,93,106.7,244,5195,NA,739,NA,11.8,NA,0.142252165543792,3.7155855518932,17.3192275113406,2.86864443839483,9.16210360118248,0.998817111958705,2.1819,"Antigone canadensis tabida","M",NA,"NMDGF",0.0315136800825615
"216",NA,NA,43569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,531,80.6,95.7,246,5691,NA,784,NA,12,NA,0.137761377613776,3.75518858560832,17.8537532613985,2.89431606268444,9.87433075550268,0.972177933673469,2.1192824539564,"Antigone canadensis tabida","M",NA,"NMDGF",0.0310691476648258
"217",NA,NA,48263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,522,88.2,102.5,262,5825,NA,749,NA,11.8,NA,0.128583690987124,3.76529592969806,17.9927954706696,2.87448181769947,8.91010139269273,1.09023869832674,2.24462720746906,"Antigone canadensis tabida","M",NA,"NMDGF",0.0045696309221077
"218",NA,NA,48661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,521,87.1,99.3,250,5238,NA,778,NA,11.8,NA,0.148529973272241,3.71916549408921,17.3668811161872,2.89097959698969,8.79984,0.908647841343898,2.02618616937014,"Antigone canadensis tabida","M",NA,"NMDGF",0.0514880515703829
"219",NA,NA,49343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,514,97.3,113.8,247,5273,NA,820,NA,12.5,NA,0.155509197800114,3.72205777133146,17.4054767627828,2.91381385238372,9.07513645527709,0.823416121356336,2.09566004027313,"Antigone canadensis tabida","M",NA,"NMDGF",0.0724149994019887
"220",NA,NA,48831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,502,84.4,98.7,212,4854,NA,724,NA,11.4,NA,0.149155335805521,3.68609977199592,16.9316750120634,2.85973856619715,11.3401121395514,0.972326088947224,2.02246789733496,"Antigone canadensis tabida","F",NA,"NMDGF",0.0420521578802623
"221",NA,NA,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,493,83.1,96.1,227,5140,NA,692,NA,11,NA,0.134630350194553,3.71096311899528,17.2578903901354,2.84010609445676,10.4737138310466,1.12704233352267,2.22053989113306,"Antigone canadensis tabida","F",NA,"NMDGF",0.00602359206346369
"222",NA,NA,48220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,509,86.6,102.2,220,4705,NA,668,NA,11.1,NA,0.141976620616366,3.67255962776328,16.7566246907685,2.82477646247555,10.2071280991736,1.10712332819391,1.90683608601171,"Antigone canadensis tabida","F",NA,"NMDGF",0.0160190804338541
"223",NA,NA,42489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,506,78.5,91.8,239,5132,NA,714,NA,11.9,NA,0.13912704598597,3.71028664770289,17.2489322310433,2.85369821177617,9.43365837432818,1.05701103971,2.10462591198113,"Antigone canadensis tabida","F",NA,"NMDGF",0.0200618072855567
"224",NA,NA,42530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,474,82.7,99.4,232,5165,NA,614,NA,10.2,NA,0.118877057115198,3.71307032585564,17.2858248681377,2.78816837114117,10.0758955112961,1.4385431145158,2.41380921860813,"Antigone canadensis tabida","F",NA,"NMDGF",-0.0473037254174602
"225",NA,NA,42763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,435,63.3,73.8,187,3393,NA,635,NA,10.2,NA,0.187150014736222,3.53058385964512,15.0266193992282,2.80277372529198,10.1880236781149,0.883538967077934,1.88275862068966,"Antigone canadensis canadensis","M",NA,"NMDGF",0.0116621185929458
"226",NA,NA,41455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,462,64.4,74.8,191,3305,NA,609,NA,9.2,NA,0.184266263237519,3.51917146382166,14.8955709551102,2.78461729263288,9.51248595159124,0.935677481456316,1.62583628492719,"Antigone canadensis canadensis","M",NA,"NMDGF",-0.000251440787933265
"227",NA,NA,43459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,454,62.1,72.9,212,3498,NA,634,NA,9.7,NA,0.181246426529445,3.54381980514266,15.1800523188512,2.80208925788173,8.17216981132075,0.913756729592294,1.78195773253896,"Antigone canadensis canadensis","M",NA,"NMDGF",0.00373724945314374
"228",NA,NA,49968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,459,56.6,67.5,195,3586,NA,636,NA,9.5,NA,0.177356385945343,3.55461028522616,15.3062955566212,2.80345711564841,9.90216962524655,0.930862109884894,1.78720435160266,"Antigone canadensis canadensis","M",NA,"NMDGF",-0.0007975621946053
